id, name, price, category, description, rating, reviews, marketing, background, img1, img2, img3, name1, name2, name3, color1, color2, color3
589, BLUSH LIPSTICK PRO FILTR, 70, BLOTTING, INSTANT REFRESH, 4, 45, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background2.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product3.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model9.jpg, MO HUNNY, BLONDE, TROPHY WIFE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color22.png
590, LIPSTICK SOFT MATTE GLOW, 36, POWDER, INSTANT REFRESH, 1, 73, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product18.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model8.jpg, BLONDE, FIRE CRYSTAL, BORDEAUX BRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color11.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color18.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png
591, BLUSH LUMINIZER ESSENTIALS, 28, LIPSTICK, ON-THE-GO FILTER EFFECT, 2, 90, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product18.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model6.jpg, LIGHTNING DUST, TIGER TINI, UNICORN, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color26.png
592, LIPSTICK COMPLEXION POWDER, 20, FOUNDATION, INSTANT REFRESH, 2, 63, BEST SELLER, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product19.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model8.jpg, CONFETTI, HU$TLA BABY, WATTABRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color26.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color25.png
593, LUMINIZER GLOW ESSENTIALS, 48, BRONZER, ON-THE-GO FILTER EFFECT, 5, 37, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model5.jpg, BLONDE, FRECKLE FIESTA, CLAPBACK, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color26.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color12.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png
594, MATTIFYING INVISIMATTE COMPLEXION, 36, BLOTTING, INSTANT REFRESH, 2, 95, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background2.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product7.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model5.jpg, TOFFEE TEASE, HOT CHOCOLIT, CLAPBACK, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color22.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color16.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color15.png
595, BLUSH LIPSTICK ESSENTIALS, 32, FOUNDATION, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 1, 86, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, MACCHIATO, SAW-C, BEACH BUM, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color31.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color28.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color22.png
596, MATTIFYING INVISIMATTE SOFT MATTE, 52, CONCEALER, ON-THE-GO FILTER EFFECT, 3, 18, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model6.jpg, MEAN MONEY, DRAGON MAMI, MIDNIGHT WASABI, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color27.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color28.png
597, ESSENTIALS GLOW LIPSTICK, 50, BRONZER, INSTANT REFRESH, 3, 76, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, TROPHY WIFE, SAW-C, PINK LEMONADE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color18.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png
598, HYDRATING LUMINIZER HYDRATING, 60, BODY, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 3, 40, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product3.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model8.jpg, HOT CHOCOLIT, GIRL NEXT DOOR, WATTABRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color18.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color25.png
599, ESSENTIALS ESSENTIALS COMPLEXION, 40, FOUNDATION, INSTANT REFRESH, 3, 99, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product2.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model2.jpg, MIDNIGHT WASABI, CLAPBACK, BLONDE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color12.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color11.png
600, COMPLEXION SOFT MATTE INVISIMATTE, 28, CONCEALER, INSTANT REFRESH, 1, 52, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model1.jpg, MIDNIGHT WASABI, BEACH BUM, FENTY GLOW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color19.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color25.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png
601, SOFT MATTE SOFT MATTE LUMINIZER, 70, CONCEALER, FOR TAN TO DEEP SKIN TONES, 4, 61, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background6.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product19.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model6.jpg, MOSCOW MULE, SHAWTY, BUTTA BISCUIT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color15.png
602, POWDER MATTIFYING FULL, 60, CONCEALER, FOR TAN TO DEEP SKIN TONES, 4, 100, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model2.jpg, CHAMPAGNE HEIST, UNICORN, GIRL NEXT DOOR, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color27.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color16.png
603, FULL POWDER POWDER, 80, CONCEALER, INSTANT REFRESH, 3, 59, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background7.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model4.jpg, BEACH BUM, RIDIIC, UNICORN, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color26.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png
604, FULL LIPSTICK MATTIFYING, 20, CONTOUR, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 3, 71, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background2.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model9.jpg, GINGER BINGE, $WEET MOUTH, TIGER TINI, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color24.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png
605, LIPSTICK HYDRATING ESSENTIALS, 32, CONCEALER, FOR FAIR TO LIGHT SKIN TONES - GREAT FOR BRIGHTENING, 4, 15, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product3.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, CHIC PHREAK, SHAWTY, TROPHY WIFE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color31.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png
606, MATTIFYING LIPSTICK BLUSH, 20, LIPSTICK, ON-THE-GO FILTER EFFECT, 1, 54, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background12.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product17.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, RIDIIC, YACHT LYFE, GINGER BINGE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color20.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color17.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color20.png
607, HYDRATING LIPSTICK PRO FILTR, 90, BRONZER, ON-THE-GO FILTER EFFECT, 1, 49, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product19.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, CHIC PHREAK, MO HUNNY, WATTABRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color21.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color17.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color23.png
608, INVISIMATTE SOFT MATTE MATTIFYING, 28, BODY, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 3, 93, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, TEDDY, LIGHTNING DUST, SHAWTY, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png
609, MATTIFYING BLUSH SOFT MATTE, 20, BRONZER, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 2, 37, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background8.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product18.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model3.jpg, STARSTRUCK, FENTY GLOW, BLONDE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color13.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color17.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png
610, PRO FILTR ESSENTIALS PRO FILTR, 48, BROWS, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 4, 42, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product3.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, MEAN MONEY, TEDDY, THICC, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color27.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color32.png
611, ESSENTIALS MATTIFYING POWDER, 48, FOUNDATION, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 4, 74, BEST SELLER, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model5.jpg, CHIC PHREAK, WATTABRAT, CHIC PHREAK, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png
612, LUMINIZER GLOW LIPSTICK, 90, CONTOUR, FOR FAIR TO LIGHT SKIN TONES - GREAT FOR BRIGHTENING, 5, 56, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product12.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model4.jpg, THICC, TRIPPIN, PUMPKIN ROSE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color22.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color25.png
613, POWDER LIPSTICK LUMINIZER, 120, BRONZER, FOR TAN TO DEEP SKIN TONES, 3, 83, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product8.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model9.jpg, PMS, AFTERNOON SNACK, GINGER BINGE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color22.png
614, BLUSH INVISIMATTE LIPSTICK, 28, BRONZER, INSTANT REFRESH, 2, 79, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product18.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model1.jpg, $WEET MOUTH, GINGER BINGE, FIRE CRYSTAL, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color21.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color19.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color32.png
615, POWDER INVISIMATTE LUMINIZER, 90, LIPSTICK, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 2, 5, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background6.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product8.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model1.jpg, TIGER TINI, STARSTRUCK, DIAMOND MILK, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png
616, ESSENTIALS LIPSTICK ESSENTIALS, 120, FOUNDATION, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 4, 30, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product14.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model4.jpg, MACCHIATO, DIAMOND MILK, MEAN MONEY, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png
617, ESSENTIALS COMPLEXION SOFT MATTE, 40, BROWS, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 3, 1, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background8.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, TRIPPIN, AMBER, CHAMPAGNE HEIST, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color18.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color22.png
618, SOFT MATTE LUMINIZER BLUSH, 120, BODY, FOR FAIR TO LIGHT SKIN TONES - GREAT FOR BRIGHTENING, 4, 87, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background6.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model1.jpg, CHIC PHREAK, FU$$Y, METAL MOON, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png
619, GLOW LIPSTICK COMPLEXION, 80, BROWS, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 1, 15, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model4.jpg, LIGHTNING DUST, $WEET MOUTH, BORDEAUX BRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color21.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color31.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color18.png
620, BLUSH PRO FILTR BLUSH, 90, BLOTTING, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 3, 16, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background2.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product19.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model1.jpg, MOSCOW MULE, FU$$Y, TEDDY, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color32.png
